,replacement,config,ipc,instructions,cycles,total_access,total_hit,total_miss,load_access,load_hit,load_miss,rfo_access,rfo_hit,rfo_miss,prefetch_access,prefetch_hit,prefetch_miss,writeback_access,writeback_hit,writeback_miss
174,ship++_leaders_256,config2,0.625365,100000003,159906601,6073545,1548610,4524935,447804,20781,427023,2591744,411661,2180083,442036,25621,416415,2591961,1090547,1501414
175,ship++_leaders_256,config2,0.682771,100000000,146462001,1088393,135628,952765,57814,8581,49233,201518,1275,200243,600593,50119,550474,228468,75653,152815
176,ship++_leaders_256,config2,0.397557,100000000,251536018,656698,613526,43172,310902,302906,7996,30805,26527,4278,212709,182573,30136,102282,101520,762
177,ship++_leaders_256,config2,0.742082,100000003,134756017,21346126,21272733,73393,165897,131128,34769,10463422,10457724,5698,183319,150583,32736,10533488,10533298,190
178,ship++_leaders_256,config2,0.712755,100000000,140300710,3757182,1265470,2491712,404958,127441,277517,463744,173467,290277,2139290,625103,1514187,749190,339459,409731
179,ship++_leaders_256,config2,0.896698,100000000,111520258,2346548,2094824,251724,882499,862230,20269,180699,107232,73467,1098537,955286,143251,184813,170076,14737
180,ship++_leaders_256,config2,0.470284,100000003,212637672,1168942,333822,835120,25725,3873,21852,265309,72869,192440,610564,141628,468936,267344,115452,151892
181,ship++_leaders_256,config2,0.520354,100000000,192176865,3801551,129264,3672287,656220,36401,619819,20,20,0,2133206,76950,2056256,1012105,15893,996212
182,ship++_leaders_256,config2,0.484701,100000003,206312704,1107609,336130,771479,23031,3974,19057,245174,69611,175563,593894,158751,435143,245510,103794,141716
183,ship++_leaders_256,config2,0.399113,100000003,250555682,635530,577265,58265,295068,285491,9577,30364,25700,4664,206819,164446,42373,103279,101628,1651
184,ship++_leaders_256,config2,0.580242,100000003,172341871,3300884,65225,3235659,970530,471,970059,136847,10215,126632,1335418,9416,1326002,858089,45123,812966
185,ship++_leaders_256,config2,0.732716,100000001,136478576,3582936,747795,2835141,297842,71474,226368,622461,116281,506180,1899276,342400,1556876,763357,217640,545717
186,ship++_leaders_256,config2,0.26246,100000001,381010249,2540891,321168,2219723,647362,52848,594514,277955,36210,241745,1132144,77683,1054461,483430,154427,329003
187,ship++_leaders_256,config2,0.899352,100000000,111191214,1795792,760052,1035740,314367,247027,67340,99583,86581,13002,1240420,294882,945538,141422,131562,9860
188,ship++_leaders_256,config2,0.138392,100000001,722584066,8751456,2657853,6093603,1887208,485778,1401430,1828633,489339,1339294,2272804,176230,2096574,2762811,1506506,1256305
189,ship++_leaders_256,config2,0.770151,100000003,129844596,1571404,1426163,145241,429792,407090,22702,294164,234189,59975,521475,466028,55447,325973,318856,7117
190,ship++_leaders_256,config2,0.121367,100000001,823947942,18754305,8234165,10520140,8468924,4428473,4040451,206401,70994,135407,7971476,2106297,5865179,2107504,1628401,479103
191,ship++_leaders_256,config2,1.2936,100000001,77303828,382569,15343,367226,27945,567,27378,3434,3,3431,287954,4768,283186,63236,10005,53231
192,ship++_leaders_256,config2,0.363663,100000003,274979585,8730765,4514537,4216228,2230930,1029509,1201421,871510,336027,535483,3453406,1484306,1969100,2174919,1664695,510224
193,ship++_leaders_256,config2,1.78407,100000000,56051478,1161494,966782,194712,133743,126875,6868,47550,16403,31147,680376,533601,146775,299825,289903,9922
194,ship++_leaders_256,config2,0.557507,100000003,179370052,3481389,61897,3419492,1002091,22,1002069,140009,0,140009,1596618,10349,1586269,742671,51526,691145
195,ship++_leaders_256,config2,0.339691,100000000,294384905,5227620,4927571,300049,2121357,1999642,121715,29853,29585,268,2267240,2098163,169077,809170,800181,8989
196,ship++_leaders_256,config2,0.125165,100000000,798948313,26952944,13275529,13677415,11715473,9963854,1751619,27352,10100,17252,14876405,3060110,11816295,333714,241465,92249
197,ship++_leaders_256,config2,0.78148,100000000,127962392,1495363,424256,1071107,89174,25344,63830,219210,35283,183927,750833,151561,599272,436146,212068,224078
198,ship++_leaders_256,config2,0.40383,100000003,247629210,6596510,3272256,3324254,1693790,764193,929597,658492,245161,413331,2683596,1102197,1581399,1560632,1160705,399927
199,ship++_leaders_256,config2,2.07905,100000001,48098913,2155,25,2130,803,0,803,129,0,129,1200,2,1198,23,23,0
200,ship++_leaders_256,config2,0.565163,100000002,176939999,134747,34018,100729,14845,4282,10563,1238,334,904,79567,9833,69734,39097,19569,19528
201,ship++_leaders_256,config2,0.9163,100000002,109134575,1373531,1061852,311679,396212,350973,45239,104384,43145,61239,675953,512673,163280,196982,155061,41921
202,ship++_leaders_256,config2,1.88923,100000000,52931596,865119,506438,358681,110517,91519,18998,417,404,13,655873,318370,337503,98312,96145,2167
203,ship++_leaders_256,config2,0.678563,100000003,147370200,2872436,46704,2825732,739141,203,738938,423298,4999,418299,1009279,2594,1006685,700718,38908,661810
204,ship++_shctr_6,config1,0.406677,100000000,245895323,1162158,358205,803953,632028,152703,479325,264148,77317,186831,0,0,0,265982,128185,137797
205,ship++_shctr_6,config1,0.723638,100000001,138190642,32513,7872,24641,21583,407,21176,3395,1,3394,0,0,0,7535,7464,71
206,ship++_shctr_6,config1,0.558733,100000001,178976508,5752311,1465785,4286526,806178,33,806145,2473060,400777,2072283,0,0,0,2473073,1064975,1408098
207,ship++_shctr_6,config1,0.40945,100000000,244230268,81693,61811,19882,53416,39658,13758,10648,4526,6122,0,0,0,17629,17627,2
208,ship++_shctr_6,config1,0.347715,100000003,287591554,4687849,808851,3878998,3310976,703919,2607057,20,0,20,0,0,0,1376853,104932,1271921
209,ship++_shctr_6,config1,1.13966,100000003,87745716,789891,120821,669070,401403,95367,306036,194182,906,193276,0,0,0,194306,24548,169758
210,ship++_shctr_6,config1,0.589774,100000000,169556364,5455677,1491019,3964658,763532,128,763404,2345919,462568,1883351,0,0,0,2346226,1028323,1317903
211,ship++_shctr_6,config1,0.287146,100000000,348254519,6993592,3930590,3063002,4167491,1842023,2325468,751795,305963,445832,0,0,0,2074306,1782604,291702
212,ship++_shctr_6,config1,0.903521,100000002,110678171,1399112,1029770,369342,1148255,782327,365928,122689,119664,3025,0,0,0,128168,127779,389
213,ship++_shctr_6,config1,0.747886,100000002,133710175,1449242,963874,485368,1202437,728810,473627,114013,105802,8211,0,0,0,132792,129262,3530
214,ship++_shctr_6,config1,0.0923287,100000002,1083086691,12167990,5936637,6231353,10389116,4740296,5648820,150275,89869,60406,0,0,0,1628599,1106472,522127
215,ship++_shctr_6,config1,1.08311,100000002,92326600,613108,286813,326295,304677,113502,191175,151946,75547,76399,0,0,0,156485,97764,58721
216,ship++_shctr_6,config1,0.234818,100000000,425861656,3244343,1272367,1971976,1932992,496770,1436222,328349,97756,230593,0,0,0,983002,677841,305161
217,ship++_shctr_6,config1,0.464568,100000000,215253542,4478798,1157717,3321081,2621593,727156,1894437,760130,100841,659289,0,0,0,1097075,329720,767355
218,ship++_shctr_6,config1,0.36974,100000001,270460208,4564553,1033298,3531255,3073733,650216,2423517,126461,111587,14874,0,0,0,1364359,271495,1092864
219,ship++_shctr_6,config1,0.445,100000001,224719182,4917103,206782,4710321,3390381,129722,3260659,24,24,0,0,0,0,1526698,77036,1449662
220,ship++_shctr_6,config1,0.347142,100000003,288066585,4047234,257120,3790114,3006773,159339,2847434,24,18,6,0,0,0,1040437,97763,942674
221,ship++_shctr_6,config1,0.369195,100000001,270859901,2613321,2340814,272507,2495336,2243070,252266,37620,21770,15850,0,0,0,80365,75974,4391
222,ship++_shctr_6,config1,0.491898,100000000,203294191,373287,148273,225014,144396,58445,85951,71290,16905,54385,0,0,0,157601,72923,84678
223,ship++_shctr_6,config1,0.397168,100000001,251782776,2498190,1054359,1443831,2298361,855426,1442935,0,0,0,0,0,0,199829,198933,896
224,ship++_shctr_6,config1,0.457852,100000003,218411401,1769070,1326473,442597,1739415,1312302,427113,12908,2645,10263,0,0,0,16747,11526,5221
225,ship++_shctr_6,config1,0.542377,100000003,184373603,6027266,1506495,4520771,843448,160,843288,2591804,402787,2189017,0,0,0,2592014,1103548,1488466
226,ship++_shctr_6,config1,0.429797,100000003,232668035,1058894,131019,927875,632847,49418,583429,201034,793,200241,0,0,0,225013,80808,144205
227,ship++_shctr_6,config1,0.394426,100000000,253532864,411671,390106,21565,296216,280284,15932,32929,27679,5250,0,0,0,82526,82143,383
228,ship++_shctr_6,config1,0.733285,100000003,136372625,21200174,21146041,54133,194764,150672,44092,10471722,10461785,9937,0,0,0,10533688,10533584,104
229,ship++_shctr_6,config1,0.497335,100000000,201071861,3679358,1376037,2303321,2465976,867124,1598852,467663,176460,291203,0,0,0,745719,332453,413266
230,ship++_shctr_6,config1,0.82904,100000000,120621432,1432045,1206157,225888,1067511,937028,130483,180716,101595,79121,0,0,0,183818,167534,16284
231,ship++_shctr_6,config1,0.413045,100000003,242104196,1165597,351586,814011,633144,147737,485407,265372,75610,189762,0,0,0,267081,128239,138842
232,ship++_shctr_6,config1,0.381473,100000001,262141861,3801525,111697,3689828,2789401,95754,2693647,20,20,0,0,0,0,1012104,15923,996181
233,ship++_shctr_6,config1,0.426593,100000003,234415465,1105151,340438,764713,614443,159011,455432,245232,68648,176584,0,0,0,245476,112779,132697
234,ship++_shctr_6,config1,0.395918,100000003,252577687,405077,381538,23539,285435,267598,17837,34070,28819,5251,0,0,0,85572,85121,451
235,ship++_shctr_6,config1,0.433609,100000003,230622283,2675520,63279,2612241,1680645,8754,1671891,136848,10729,126119,0,0,0,858027,43796,814231
236,ship++_shctr_6,config1,0.501759,100000002,199298758,3572728,842648,2730080,2180514,508357,1672157,629154,125807,503347,0,0,0,763060,208484,554576
237,ship++_shctr_6,config1,0.234887,100000001,425736243,1984562,256957,1727605,1160784,99764,1061020,340382,32674,307708,0,0,0,483396,124519,358877
238,ship++_shctr_6,config1,0.611994,100000000,163400292,1575104,851731,723373,1332839,656606,676233,103774,75400,28374,0,0,0,138491,119725,18766
239,ship++_shctr_6,config1,0.129176,100000001,774136736,6966703,2757755,4208948,2413967,518488,1895479,1812771,715017,1097754,0,0,0,2739965,1524250,1215715
240,ship++_shctr_6,config1,0.746897,100000003,133887223,1134875,1001890,132985,519854,460898,58956,292436,223463,68973,0,0,0,322585,317529,5056
241,ship++_shctr_6,config1,0.11434,100000001,874581127,11193200,4952207,6240993,8987757,3569504,5418253,195625,118735,76890,0,0,0,2009818,1263968,745850
242,ship++_shctr_6,config1,1.02652,100000001,97416914,381989,15262,366727,315489,5728,309761,3447,1,3446,0,0,0,63053,9533,53520
243,ship++_shctr_6,config1,0.282924,100000003,353452085,7007002,3696827,3310175,4052518,1713495,2339023,856729,325712,531017,0,0,0,2097755,1657620,440135
244,ship++_shctr_6,config1,1.46096,100000003,68448162,1133161,1045355,87806,790337,732557,57780,47630,19314,28316,0,0,0,295194,293484,1710
245,ship++_shctr_6,config1,0.439855,100000003,227347387,2838711,65423,2773288,1956031,11744,1944287,140009,0,140009,0,0,0,742671,53679,688992
246,ship++_shctr_6,config1,0.316463,100000000,315992990,2825480,2582551,242929,2094626,1859636,234990,16394,16022,372,0,0,0,714460,706893,7567
247,ship++_shctr_6,config1,0.0843304,100000000,1185812303,14619479,7796491,6822988,14276874,7556965,6719909,25871,16613,9258,0,0,0,316734,222913,93821
248,ship++_shctr_6,config1,0.598723,100000000,167022121,1490749,441086,1049663,835380,195617,639763,219225,29365,189860,0,0,0,436144,216104,220040
249,ship++_shctr_6,config1,0.323496,100000002,309122996,5290136,2794576,2495560,3127292,1398390,1728902,652036,261196,390840,0,0,0,1510808,1134990,375818
250,ship++_shctr_6,config1,2.07426,100000001,48209981,1896,9,1887,1706,0,1706,181,0,181,0,0,0,9,9,0
251,ship++_shctr_6,config1,0.553272,100000000,180743000,119555,22851,96704,80540,2977,77563,1075,170,905,0,0,0,37940,19704,18236
252,ship++_shctr_6,config1,0.814714,100000002,122742406,991024,708816,282208,696690,505003,191687,102178,39948,62230,0,0,0,192156,163865,28291
253,ship++_shctr_6,config1,1.48297,100000003,67432200,827374,632679,194695,730855,536790,194065,414,393,21,0,0,0,96105,95496,609
254,ship++_shctr_6,config1,0.516236,100000003,193709666,2445955,76093,2369862,1321299,2008,1319291,423300,6190,417110,0,0,0,701356,67895,633461
255,ship++_shctr_6,config2,0.459727,100000000,217520482,1164123,328551,835572,21820,2236,19584,264086,77064,187022,612111,134186,477925,266106,115065,151041
256,ship++_shctr_6,config2,0.725208,100000001,137891538,42522,7078,35444,13577,394,13183,3352,12,3340,17694,474,17220,7899,6198,1701
257,ship++_shctr_6,config2,0.645314,100000001,154963230,5795277,1452301,4342976,417463,18677,398786,2473095,384000,2089095,431601,24135,407466,2473118,1025489,1447629
258,ship++_shctr_6,config2,0.410569,100000000,243564378,157868,133925,23943,71023,61828,9195,11273,5616,5657,50719,41858,8861,24853,24623,230
259,ship++_shctr_6,config2,0.606317,100000003,164930207,5145108,264508,4880600,521210,124312,396898,17,0,17,3246585,58427,3188158,1377296,81769,1295527
260,ship++_shctr_6,config2,1.42195,100000003,70325996,832193,68176,764017,26560,12579,13981,201393,7912,193481,401360,14909,386451,202880,32776,170104
261,ship++_shctr_6,config2,0.672805,100000000,148631547,5494450,1423827,4070623,392065,17009,375056,2345800,394179,1951621,410458,21949,388509,2346127,990690,1355437
262,ship++_shctr_6,config2,0.378427,100000000,264251565,8714442,4772187,3942255,2237772,1093352,1144420,764922,276689,488233,3551246,1627141,1924105,2160502,1775005,385497
263,ship++_shctr_6,config2,1.22566,100000003,81588756,1445927,854386,591541,118915,99524,19391,121991,120567,1424,1076627,506146,570481,128394,128149,245
264,ship++_shctr_6,config2,1.05359,100000000,94914021,1574049,840180,733869,202234,168394,33840,111345,109658,1687,1127315,430539,696776,133155,131589,1566
265,ship++_shctr_6,config2,0.109461,100000002,913569900,21078537,9693298,11385239,9505837,5895747,3610090,164389,53592,110797,9645437,2279732,7365705,1762874,1464227,298647
266,ship++_shctr_6,config2,1.35666,100000002,73710202,631967,290100,341867,37076,22417,14659,152064,75865,76199,287019,92966,194053,155808,98852,56956
267,ship++_shctr_6,config2,0.254519,100000000,392897496,4309268,1383702,2925566,1522730,446342,1076388,250368,92402,157966,1530135,186297,1343838,1006035,658661,347374
268,ship++_shctr_6,config2,0.638108,100000000,156713180,4599697,1056939,3542758,465757,129433,336324,742713,96132,646581,2290873,485247,1805626,1100354,346127,754227
269,ship++_shctr_6,config2,0.608797,100000001,164258410,4812774,564683,4248091,461870,41173,420697,126472,117199,9273,2860139,127411,2732728,1364293,278900,1085393
270,ship++_shctr_6,config2,0.555727,100000003,179944501,4917133,276907,4640226,1165128,55520,1109608,24,24,0,2225283,94182,2131101,1526698,127181,1399517
271,ship++_shctr_6,config2,0.483073,100000001,207007904,4047262,227406,3819856,834592,35662,798930,24,14,10,2172210,95610,2076600,1040436,96120,944316
272,ship++_shctr_6,config2,0.374679,100000001,266895367,4664804,2413229,2251575,2183165,2026649,156516,24955,12154,12801,2376315,311078,2065237,80369,63348,17021
273,ship++_shctr_6,config2,0.499816,100000001,200073736,479226,215483,263743,108312,60043,48269,72099,10697,61402,138955,58392,80563,159860,86351,73509
274,ship++_shctr_6,config2,0.446044,100000000,224193290,13010392,10700478,2309914,5289586,4386690,902896,0,0,0,6807389,5404048,1403341,913417,909740,3677
275,ship++_shctr_6,config2,0.462753,100000003,216098102,3282860,1550123,1732737,1562112,1350432,211680,5220,2697,2523,1698680,188589,1510091,16848,8405,8443
276,ship++_shctr_6,config2,0.621496,100000003,160902156,6073100,1565798,4507302,447908,20676,427232,2591743,390472,2201271,441479,25261,416218,2591970,1129389,1462581
277,ship++_shctr_6,config2,0.682236,100000000,146576829,1089043,142070,946973,57702,8763,48939,201523,1450,200073,601299,48455,552844,228519,83402,145117
278,ship++_shctr_6,config2,0.39753,100000000,251553632,656694,613796,42898,310900,302710,8190,30806,26542,4264,212708,182859,29849,102280,101685,595
279,ship++_shctr_6,config2,0.742158,100000003,134742110,21346125,21272499,73626,165898,131122,34776,10463422,10457724,5698,183317,150343,32974,10533488,10533310,178
280,ship++_shctr_6,config2,0.708877,100000000,141068221,3757218,1192033,2565185,404615,122226,282389,463744,173977,289767,2139677,564253,1575424,749182,331577,417605
281,ship++_shctr_6,config2,0.897021,100000000,111480156,2346532,2099165,247367,882469,863525,18944,180741,106293,74448,1098464,962224,136240,184858,167123,17735
282,ship++_shctr_6,config2,0.469848,100000003,212834617,1168822,336451,832371,25203,2603,22600,265309,75982,189327,610964,141279,469685,267346,116587,150759
283,ship++_shctr_6,config2,0.519994,100000000,192310008,3801551,128301,3673250,655867,36897,618970,20,20,0,2133559,75453,2058106,1012105,15931,996174
284,ship++_shctr_6,config2,0.484496,100000003,206399946,1107577,334644,772933,23150,3633,19517,245174,65858,179316,593744,161925,431819,245509,103228,142281
285,ship++_shctr_6,config2,0.399096,100000003,250566598,635536,579657,55879,295071,284977,10094,30363,25528,4835,206821,167542,39279,103281,101610,1671
286,ship++_shctr_6,config2,0.580286,100000003,172328889,3300884,85178,3215706,970637,247,970390,136847,15324,121523,1335311,10425,1324886,858089,59182,798907
287,ship++_shctr_6,config2,0.727433,100000001,137469744,3582758,746500,2836258,297002,61288,235714,622476,117995,504481,1899911,327517,1572394,763369,239700,523669
288,ship++_shctr_6,config2,0.263411,100000001,379634279,2541288,353407,2187881,647248,66288,580960,278171,34320,243851,1132213,83715,1048498,483656,169084,314572
289,ship++_shctr_6,config2,0.877539,100000000,113955102,1795720,725031,1070689,315557,205197,110360,99618,76905,22713,1239124,313978,925146,141421,128951,12470
290,ship++_shctr_6,config2,0.137723,100000001,726096019,8752844,2589973,6162871,1888567,475974,1412593,1828641,405780,1422861,2272824,193472,2079352,2762812,1514747,1248065
291,ship++_shctr_6,config2,0.770113,100000003,129851128,1571409,1424953,146456,429728,407123,22605,294157,233413,60744,521550,466193,55357,325974,318224,7750
292,ship++_shctr_6,config2,0.121145,100000001,825460219,18753558,8244202,10509356,8469156,4413209,4055947,206425,69069,137356,7970467,2096625,5873842,2107510,1665299,442211
293,ship++_shctr_6,config2,1.29397,100000001,77281723,382567,18343,364224,27952,435,27517,3434,3,3431,287945,4522,283423,63236,13383,49853
294,ship++_shctr_6,config2,0.366129,100000003,273127431,8729286,4600104,4129182,2229672,1051993,1177679,871501,328973,542528,3453238,1507310,1945928,2174875,1711828,463047
295,ship++_shctr_6,config2,1.80299,100000000,55463376,1161490,1022598,138892,133697,127444,6253,47550,19937,27613,680419,576917,103502,299824,298300,1524
296,ship++_shctr_6,config2,0.557498,100000003,179372842,3481389,61679,3419710,1002050,47,1002003,140009,0,140009,1596659,9770,1586889,742671,51862,690809
297,ship++_shctr_6,config2,0.339686,100000000,294389364,5227573,4924049,303524,2121356,1999607,121749,29853,29577,276,2267199,2095790,171409,809165,799075,10090
298,ship++_shctr_6,config2,0.123021,100000000,812867452,26953862,13362562,13591300,11715839,9816341,1899498,27355,10815,16540,14876946,3260356,11616590,333722,275050,58672
299,ship++_shctr_6,config2,0.781552,100000000,127950492,1495369,467553,1027816,89196,24131,65065,219211,37983,181228,750812,157115,593697,436150,248324,187826
300,ship++_shctr_6,config2,0.404388,100000003,247287515,6596114,3318103,3278011,1693620,767830,925790,658482,255006,403476,2683373,1109127,1574246,1560639,1186140,374499
301,ship++_shctr_6,config2,2.07905,100000001,48098913,2155,25,2130,803,0,803,129,0,129,1200,2,1198,23,23,0
302,ship++_shctr_6,config2,0.565149,100000002,176944603,134848,36165,98683,14918,4322,10596,1272,368,904,79522,9831,69691,39136,21644,17492
303,ship++_shctr_6,config2,0.915608,100000002,109217052,1373528,1060796,312732,396210,349781,46429,104381,40797,63584,675956,511895,164061,196981,158323,38658
304,ship++_shctr_6,config2,1.96359,100000000,50927180,865129,554135,310994,110528,92712,17816,417,406,11,655872,373036,282836,98312,87981,10331
305,ship++_shctr_6,config2,0.678674,100000003,147346064,2872436,74643,2797793,739080,101,738979,423298,7234,416064,1009340,1777,1007563,700718,65531,635187
306,ship++_shctr_9,config1,0.408331,100000000,244899264,1162158,366436,795722,632028,159900,472128,264148,77897,186251,0,0,0,265982,128639,137343
307,ship++_shctr_9,config1,0.723638,100000001,138190642,32513,7872,24641,21583,407,21176,3395,1,3394,0,0,0,7535,7464,71
308,ship++_shctr_9,config1,0.558296,100000001,179116406,5752289,1399860,4352429,806178,37,806141,2473048,385870,2087178,0,0,0,2473063,1013953,1459110
309,ship++_shctr_9,config1,0.40945,100000000,244230268,81693,61811,19882,53416,39658,13758,10648,4526,6122,0,0,0,17629,17627,2
310,ship++_shctr_9,config1,0.347241,100000003,287984611,4687855,807088,3880767,3310982,701837,2609145,20,0,20,0,0,0,1376853,105251,1271602
311,ship++_shctr_9,config1,1.13967,100000003,87744962,789892,120873,669019,401403,95369,306034,194182,906,193276,0,0,0,194307,24598,169709
312,ship++_shctr_9,config1,0.572616,100000000,174637029,5455662,1340807,4114855,763535,149,763386,2345910,349551,1996359,0,0,0,2346217,991107,1355110
313,ship++_shctr_9,config1,0.286494,100000000,349047475,6993645,3878119,3115526,4167514,1810516,2356998,751799,326951,424848,0,0,0,2074332,1740652,333680
314,ship++_shctr_9,config1,0.889139,100000002,112468312,1399110,1002051,397059,1148253,754590,393663,122689,119728,2961,0,0,0,128168,127733,435
315,ship++_shctr_9,config1,0.757574,100000002,132000219,1449310,989009,460301,1202505,756749,445756,114013,103681,10332,0,0,0,132792,128579,4213
316,ship++_shctr_9,config1,0.0924077,100000002,1082161431,12167971,5956155,6211816,10389129,4749016,5640113,150257,92435,57822,0,0,0,1628585,1114704,513881
317,ship++_shctr_9,config1,1.0829,100000002,92344445,613105,286834,326271,304677,113540,191137,151946,75537,76409,0,0,0,156482,97757,58725
318,ship++_shctr_9,config1,0.234867,100000000,425772780,3244336,1285633,1958703,1932864,503104,1429760,328476,98362,230114,0,0,0,982996,684167,298829
319,ship++_shctr_9,config1,0.464134,100000000,215454878,4478772,1155940,3322832,2621625,724519,1897106,760107,100915,659192,0,0,0,1097040,330506,766534
320,ship++_shctr_9,config1,0.369579,100000001,270577875,4564551,1033947,3530604,3073734,649926,2423808,126461,110811,15650,0,0,0,1364356,273210,1091146
321,ship++_shctr_9,config1,0.445397,100000001,224518660,4917103,214873,4702230,3390381,134707,3255674,24,24,0,0,0,0,1526698,80142,1446556
322,ship++_shctr_9,config1,0.347138,100000003,288069718,4047234,256288,3790946,3006773,158691,2848082,24,18,6,0,0,0,1040437,97579,942858
323,ship++_shctr_9,config1,0.369203,100000001,270854033,2613321,2339702,273619,2495345,2242318,253027,37611,21707,15904,0,0,0,80365,75677,4688
324,ship++_shctr_9,config1,0.490193,100000000,204001102,373289,141948,231341,144397,49640,94757,71290,18801,52489,0,0,0,157602,73507,84095
325,ship++_shctr_9,config1,0.398272,100000001,251084650,2501096,1063161,1437935,2300940,863808,1437132,0,0,0,0,0,0,200156,199353,803
326,ship++_shctr_9,config1,0.458192,100000003,218249098,1769070,1381395,387675,1739415,1367629,371786,12908,2613,10295,0,0,0,16747,11153,5594
327,ship++_shctr_9,config1,0.542347,100000003,184383911,6027232,1510838,4516394,843451,160,843291,2591787,404737,2187050,0,0,0,2591994,1105941,1486053
328,ship++_shctr_9,config1,0.429635,100000003,232755736,1058894,130119,928775,632847,48550,584297,201034,793,200241,0,0,0,225013,80776,144237
329,ship++_shctr_9,config1,0.39445,100000000,253517808,411671,390231,21440,296216,280423,15793,32929,27661,5268,0,0,0,82526,82147,379
330,ship++_shctr_9,config1,0.733239,100000003,136381252,21200174,21146044,54130,194764,150679,44085,10471722,10461785,9937,0,0,0,10533688,10533580,108
331,ship++_shctr_9,config1,0.496011,100000000,201608577,3679356,1376422,2302934,2465976,865676,1600300,467653,176677,290976,0,0,0,745727,334069,411658
332,ship++_shctr_9,config1,0.830881,100000000,120354146,1432050,1200090,231960,1067512,939534,127978,180719,100364,80355,0,0,0,183819,160192,23627
333,ship++_shctr_9,config1,0.41623,100000003,240251927,1165599,364120,801479,633144,160890,472254,265372,73897,191475,0,0,0,267083,129333,137750
334,ship++_shctr_9,config1,0.381526,100000001,262105116,3801525,112759,3688766,2789401,96816,2692585,20,20,0,0,0,0,1012104,15923,996181
335,ship++_shctr_9,config1,0.42728,100000003,234038584,1105151,343510,761641,614443,161613,452830,245232,68530,176702,0,0,0,245476,113367,132109
336,ship++_shctr_9,config1,0.39588,100000003,252601699,405077,381444,23633,285435,267479,17956,34070,28835,5235,0,0,0,85572,85130,442
337,ship++_shctr_9,config1,0.433609,100000003,230622283,2675520,63279,2612241,1680645,8754,1671891,136848,10729,126119,0,0,0,858027,43796,814231
338,ship++_shctr_9,config1,0.502904,100000002,198845291,3572673,842507,2730166,2180514,502987,1677527,629127,125033,504094,0,0,0,763032,214487,548545
339,ship++_shctr_9,config1,0.236039,100000001,423659344,1985077,268044,1717033,1160722,111630,1049092,340444,39040,301404,0,0,0,483911,117374,366537
340,ship++_shctr_9,config1,0.613514,100000000,162995377,1575106,842582,732524,1332841,651020,681821,103775,77931,25844,0,0,0,138490,113631,24859
341,ship++_shctr_9,config1,0.127657,100000001,783347630,6966714,2703919,4262795,2413974,468288,1945686,1812772,668836,1143936,0,0,0,2739968,1566795,1173173
342,ship++_shctr_9,config1,0.747006,100000003,133867783,1134871,1001852,133019,519856,460950,58906,292434,223403,69031,0,0,0,322581,317499,5082
343,ship++_shctr_9,config1,0.115509,100000001,865733438,11193216,5093165,6100051,8987783,3650902,5336881,195614,128555,67059,0,0,0,2009819,1313708,696111
344,ship++_shctr_9,config1,1.0265,100000001,97418165,381989,15257,366732,315489,5725,309764,3447,1,3446,0,0,0,63053,9531,53522
345,ship++_shctr_9,config1,0.282283,100000003,354254960,7007030,3693003,3314027,4052523,1707736,2344787,856737,322841,533896,0,0,0,2097770,1662426,435344
346,ship++_shctr_9,config1,1.46197,100000003,68400912,1133161,1046467,86694,790337,733221,57116,47630,19491,28139,0,0,0,295194,293755,1439
347,ship++_shctr_9,config1,0.439855,100000003,227347387,2838711,65423,2773288,1956031,11744,1944287,140009,0,140009,0,0,0,742671,53679,688992
348,ship++_shctr_9,config1,0.316548,100000000,315907558,2825480,2583279,242201,2094626,1860186,234440,16394,16029,365,0,0,0,714460,707064,7396
349,ship++_shctr_9,config1,0.0843544,100000000,1185474369,14619467,7804499,6814968,14276864,7560835,6716029,25871,16954,8917,0,0,0,316732,226710,90022
350,ship++_shctr_9,config1,0.598823,100000000,166994115,1490751,455767,1034984,835381,194470,640911,219225,35463,183762,0,0,0,436145,225834,210311
351,ship++_shctr_9,config1,0.323695,100000002,308933001,5290132,2791810,2498322,3127292,1399585,1727707,652034,256736,395298,0,0,0,1510806,1135489,375317
352,ship++_shctr_9,config1,2.07426,100000001,48209981,1896,9,1887,1706,0,1706,181,0,181,0,0,0,9,9,0
353,ship++_shctr_9,config1,0.553272,100000000,180743000,119555,22851,96704,80540,2977,77563,1075,170,905,0,0,0,37940,19704,18236
354,ship++_shctr_9,config1,0.815427,100000002,122635192,991022,710445,280577,696690,505790,190900,102176,40193,61983,0,0,0,192156,164462,27694
355,ship++_shctr_9,config1,1.4703,100000003,68013170,827374,620627,206747,730855,524580,206275,414,393,21,0,0,0,96105,95654,451
356,ship++_shctr_9,config1,0.516238,100000003,193708972,2445955,76093,2369862,1321299,2008,1319291,423300,6190,417110,0,0,0,701356,67895,633461
357,ship++_shctr_9,config2,0.459706,100000000,217530168,1164132,328623,835509,21801,2189,19612,264086,77126,186960,612140,133881,478259,266105,115427,150678
358,ship++_shctr_9,config2,0.725208,100000001,137891538,42522,7078,35444,13577,394,13183,3352,12,3340,17694,474,17220,7899,6198,1701
359,ship++_shctr_9,config2,0.644833,100000001,155078843,5794296,1434221,4360075,416993,18188,398805,2473095,380260,2092835,431095,23671,407424,2473113,1012102,1461011
