,replacement,config,ipc,instructions,cycles,total_access,total_hit,total_miss,load_access,load_hit,load_miss,rfo_access,rfo_hit,rfo_miss,prefetch_access,prefetch_hit,prefetch_miss,writeback_access,writeback_hit,writeback_miss
360,ship++_shctr_9,config2,0.410569,100000000,243564378,157868,133925,23943,71023,61828,9195,11273,5616,5657,50719,41858,8861,24853,24623,230
361,ship++_shctr_9,config2,0.606159,100000003,164973333,5145109,260406,4884703,521192,122215,398977,18,0,18,3246598,56084,3190514,1377301,82107,1295194
362,ship++_shctr_9,config2,1.42315,100000003,70266494,832279,71747,760532,26431,12539,13892,201506,8101,193405,401369,17662,383707,202973,33445,169528
363,ship++_shctr_9,config2,0.665839,100000000,150186526,5497368,1379095,4118273,393928,18384,375544,2345808,348512,1997296,411495,23507,387988,2346137,988692,1357445
364,ship++_shctr_9,config2,0.379755,100000000,263327904,8713583,4824145,3889438,2236950,1104649,1132301,764918,275996,488922,3551246,1638471,1912775,2160469,1805029,355440
365,ship++_shctr_9,config2,1.2255,100000003,81599366,1445927,851484,594443,118918,100646,18272,121984,120604,1380,1076629,502088,574541,128396,128146,250
366,ship++_shctr_9,config2,1.04682,100000000,95527502,1574046,834848,739198,202205,167800,34405,111348,109870,1478,1127336,426106,701230,133157,131072,2085
367,ship++_shctr_9,config2,0.109721,100000002,911402771,21077709,9762111,11315598,9505393,5916071,3589322,164328,54008,110320,9645106,2290954,7354152,1762882,1501078,261804
368,ship++_shctr_9,config2,1.35966,100000002,73547882,631972,293556,338416,37138,23618,13520,152072,75870,76202,286951,94796,192155,155811,99272,56539
369,ship++_shctr_9,config2,0.254586,100000000,392794710,4309283,1371742,2937541,1523120,449961,1073159,250171,88102,162069,1529944,187153,1342791,1006048,646526,359522
370,ship++_shctr_9,config2,0.636566,100000000,157092931,4600620,1063369,3537251,465961,123230,342731,742581,95817,646764,2291859,501778,1790081,1100219,342544,757675
371,ship++_shctr_9,config2,0.609113,100000001,164173017,4812618,562344,4250274,461870,41073,420797,126472,117264,9208,2859985,129237,2730748,1364291,274770,1089521
372,ship++_shctr_9,config2,0.557103,100000003,179499871,4917133,281823,4635310,1165495,58122,1107373,24,24,0,2224916,103299,2121617,1526698,120378,1406320
373,ship++_shctr_9,config2,0.482824,100000001,207114988,4047262,225173,3822089,834622,34689,799933,24,16,8,2172180,93959,2078221,1040436,96509,943927
374,ship++_shctr_9,config2,0.37478,100000001,266823074,4665375,2423907,2241468,2182967,2033349,149618,24957,11893,13064,2377082,315031,2062051,80369,63634,16735
375,ship++_shctr_9,config2,0.498728,100000001,200510303,479217,207513,271704,108310,56842,51468,72099,10548,61551,138948,57863,81085,159860,82260,77600
376,ship++_shctr_9,config2,0.446008,100000000,224211428,13010445,10700732,2309713,5290176,4387265,902911,0,0,0,6807286,5404170,1403116,912983,909297,3686
377,ship++_shctr_9,config2,0.462925,100000003,216017497,3282860,1552360,1730500,1561740,1377291,184449,5220,2696,2524,1699052,163630,1535422,16848,8743,8105
378,ship++_shctr_9,config2,0.621255,100000003,160964496,6072353,1526128,4546225,447595,20474,427121,2591714,387200,2204514,441097,24804,416293,2591947,1093650,1498297
379,ship++_shctr_9,config2,0.682236,100000000,146576829,1089043,142070,946973,57702,8763,48939,201523,1450,200073,601299,48455,552844,228519,83402,145117
380,ship++_shctr_9,config2,0.39757,100000000,251528287,656700,614159,42541,310898,302881,8017,30806,26548,4258,212715,183044,29671,102281,101686,595
381,ship++_shctr_9,config2,0.742146,100000003,134744418,21346127,21272377,73750,165896,131117,34779,10463422,10457724,5698,183321,150222,33099,10533488,10533314,174
382,ship++_shctr_9,config2,0.71113,100000000,140621345,3756885,1236519,2520366,404497,126608,277889,463745,173982,289763,2139465,599415,1540050,749178,336514,412664
383,ship++_shctr_9,config2,0.897101,100000000,111470192,2346525,2095912,250613,882490,863558,18932,180742,104178,76564,1098435,959865,138570,184858,168311,16547
384,ship++_shctr_9,config2,0.46985,100000003,212833753,1168815,336955,831860,25183,2590,22593,265309,76415,188894,610976,141215,469761,267347,116735,150612
385,ship++_shctr_9,config2,0.519614,100000000,192450510,3801551,126410,3675141,655583,37836,617747,20,18,2,2133843,72206,2061637,1012105,16350,995755
386,ship++_shctr_9,config2,0.484486,100000003,206404513,1107493,335559,771934,22985,3601,19384,245174,66995,178179,593824,161885,431939,245510,103078,142432
387,ship++_shctr_9,config2,0.398934,100000003,250668336,635536,575012,60524,295068,285351,9717,30364,26099,4265,206822,161535,45287,103282,102027,1255
388,ship++_shctr_9,config2,0.580286,100000003,172328889,3300884,85178,3215706,970637,247,970390,136847,15324,121523,1335311,10425,1324886,858089,59182,798907
389,ship++_shctr_9,config2,0.732448,100000001,136528542,3582842,784344,2798498,297777,69975,227802,622474,117661,504813,1899193,353279,1545914,763398,243429,519969
390,ship++_shctr_9,config2,0.264482,100000001,378097660,2541232,357481,2183751,647307,76064,571243,278235,39596,238639,1132023,92665,1039358,483667,149156,334511
391,ship++_shctr_9,config2,0.882211,100000000,113351607,1795701,732627,1063074,315505,202210,113295,99610,75315,24295,1239168,328528,910640,141418,126574,14844
392,ship++_shctr_9,config2,0.13771,100000001,726161417,8753310,2617283,6136027,1888913,476675,1412238,1828654,406726,1421928,2272907,178761,2094146,2762836,1555121,1207715
393,ship++_shctr_9,config2,0.77025,100000003,129828033,1571482,1426664,144818,429759,407117,22642,294146,234432,59714,521615,466332,55283,325962,318783,7179
394,ship++_shctr_9,config2,0.121019,100000001,826318233,18752377,8252402,10499975,8468764,4412379,4056385,206422,69234,137188,7969709,2093393,5876316,2107482,1677396,430086
395,ship++_shctr_9,config2,1.29397,100000001,77281723,382567,18343,364224,27952,435,27517,3434,3,3431,287945,4522,283423,63236,13383,49853
396,ship++_shctr_9,config2,0.366668,100000003,272725979,8730162,4655474,4074688,2230081,1053843,1176238,871481,337285,534196,3453705,1518092,1935613,2174895,1746254,428641
397,ship++_shctr_9,config2,1.8005,100000000,55540104,1161495,1006577,154918,133712,127651,6061,47551,19715,27836,680409,561260,119149,299823,297951,1872
398,ship++_shctr_9,config2,0.557498,100000003,179372842,3481389,61679,3419710,1002050,47,1002003,140009,0,140009,1596659,9770,1586889,742671,51862,690809
399,ship++_shctr_9,config2,0.339748,100000000,294335953,5227648,4929236,298412,2121362,1999872,121490,29854,29574,280,2267258,2099541,167717,809174,800249,8925
400,ship++_shctr_9,config2,0.124543,100000000,802932601,26950693,13345741,13604952,11714274,9919168,1795106,27346,10726,16620,14875359,3152518,11722841,333714,263329,70385
401,ship++_shctr_9,config2,0.781267,100000000,127997282,1495361,467827,1027534,89254,24458,64796,219210,36194,183016,750753,158816,591937,436144,248359,187785
402,ship++_shctr_9,config2,0.404153,100000003,247430865,6596475,3292090,3304385,1695156,770877,924279,658482,243940,414542,2682194,1097469,1584725,1560643,1179804,380839
403,ship++_shctr_9,config2,2.07905,100000001,48098913,2155,25,2130,803,0,803,129,0,129,1200,2,1198,23,23,0
404,ship++_shctr_9,config2,0.565164,100000002,176939873,134697,36109,98588,14850,4263,10587,1241,336,905,79509,9783,69726,39097,21727,17370
405,ship++_shctr_9,config2,0.915475,100000002,109232897,1373525,1063128,310397,396203,350062,46141,104382,42736,61646,675958,510841,165117,196982,159489,37493
406,ship++_shctr_9,config2,1.972,100000000,50710039,865128,559929,305199,110523,92839,17684,417,405,12,655876,375039,280837,98312,91646,6666
407,ship++_shctr_9,config2,0.678674,100000003,147346064,2872436,74643,2797793,739080,101,738979,423298,7234,416064,1009340,1777,1007563,700718,65531,635187
408,ship++_shctr_8,config1,0.407501,100000000,245398333,1162158,362688,799470,632028,156247,475781,264148,78022,186126,0,0,0,265982,128419,137563
409,ship++_shctr_8,config1,0.723638,100000001,138190642,32513,7872,24641,21583,407,21176,3395,1,3394,0,0,0,7535,7464,71
410,ship++_shctr_8,config1,0.558019,100000001,179205462,5752313,1421090,4331223,806178,47,806131,2473062,375611,2097451,0,0,0,2473073,1045432,1427641
411,ship++_shctr_8,config1,0.40945,100000000,244230268,81693,61811,19882,53416,39658,13758,10648,4526,6122,0,0,0,17629,17627,2
412,ship++_shctr_8,config1,0.347515,100000003,287757581,4687846,807673,3880173,3310972,703689,2607283,20,0,20,0,0,0,1376854,103984,1272870
413,ship++_shctr_8,config1,1.13967,100000003,87744962,789892,120873,669019,401403,95369,306034,194182,906,193276,0,0,0,194307,24598,169709
414,ship++_shctr_8,config1,0.578841,100000000,172758878,5455658,1309735,4145923,763535,147,763388,2345906,378330,1967576,0,0,0,2346217,931258,1414959
415,ship++_shctr_8,config1,0.286918,100000000,348531781,6993459,3899424,3094035,4167410,1833858,2333552,751801,303529,448272,0,0,0,2074248,1762037,312211
416,ship++_shctr_8,config1,0.888898,100000002,112498846,1399110,999842,399268,1148253,753734,394519,122689,118394,4295,0,0,0,128168,127714,454
417,ship++_shctr_8,config1,0.760136,100000002,131555415,1449308,983991,465317,1202503,751333,451170,114013,104069,9944,0,0,0,132792,128589,4203
418,ship++_shctr_8,config1,0.0924615,100000002,1081531579,12167936,5955707,6212229,10389080,4751059,5638021,150267,90413,59854,0,0,0,1628589,1114235,514354
419,ship++_shctr_8,config1,1.08304,100000002,92332423,613106,286843,326263,304677,113542,191135,151947,75540,76407,0,0,0,156482,97761,58721
420,ship++_shctr_8,config1,0.234815,100000000,425866818,3244335,1273780,1970555,1933191,496568,1436623,328151,102410,225741,0,0,0,982993,674802,308191
421,ship++_shctr_8,config1,0.464596,100000000,215240859,4478735,1155165,3323570,2621667,727266,1894401,760058,101031,659027,0,0,0,1097010,326868,770142
422,ship++_shctr_8,config1,0.369889,100000001,270351393,4564551,1039955,3524596,3073734,655567,2418167,126461,110811,15650,0,0,0,1364356,273577,1090779
423,ship++_shctr_8,config1,0.445223,100000001,224606309,4917103,211540,4705563,3390381,132642,3257739,24,24,0,0,0,0,1526698,78874,1447824
424,ship++_shctr_8,config1,0.347126,100000003,288080027,4047234,256611,3790623,3006773,158874,2847899,24,18,6,0,0,0,1040437,97719,942718
425,ship++_shctr_8,config1,0.368796,100000001,271152376,2613321,2332348,280973,2495346,2235081,260265,37610,21729,15881,0,0,0,80365,75538,4827
426,ship++_shctr_8,config1,0.490938,100000000,203691854,373289,145885,227404,144397,55032,89365,71290,18667,52623,0,0,0,157602,72186,85416
427,ship++_shctr_8,config1,0.397861,100000001,251344350,2498857,1059794,1439063,2298896,860672,1438224,0,0,0,0,0,0,199961,199122,839
428,ship++_shctr_8,config1,0.457592,100000003,218535149,1769069,1368748,400321,1739414,1354066,385348,12908,2529,10379,0,0,0,16747,12153,4594
429,ship++_shctr_8,config1,0.549443,100000003,182002336,6027265,1588158,4439107,843450,156,843294,2591802,463839,2127963,0,0,0,2592013,1124163,1467850
430,ship++_shctr_8,config1,0.42977,100000003,232682389,1058894,130757,928137,632847,49180,583667,201034,793,200241,0,0,0,225013,80784,144229
431,ship++_shctr_8,config1,0.394451,100000000,253516974,411671,390245,21426,296216,280445,15771,32929,27654,5275,0,0,0,82526,82146,380
432,ship++_shctr_8,config1,0.733262,100000003,136376904,21200174,21146044,54130,194764,150679,44085,10471722,10461785,9937,0,0,0,10533688,10533580,108
433,ship++_shctr_8,config1,0.495182,100000000,201946104,3679358,1373486,2305872,2465978,862290,1603688,467655,176382,291273,0,0,0,745725,334814,410911
434,ship++_shctr_8,config1,0.830038,100000000,120476475,1432059,1206319,225740,1067512,937973,129539,180724,99712,81012,0,0,0,183823,168634,15189
435,ship++_shctr_8,config1,0.41555,100000003,240644781,1165598,361365,804233,633144,158173,474971,265372,74120,191252,0,0,0,267082,129072,138010
436,ship++_shctr_8,config1,0.381508,100000001,262117606,3801525,112400,3689125,2789401,96457,2692944,20,20,0,0,0,0,1012104,15923,996181
437,ship++_shctr_8,config1,0.426619,100000003,234400960,1105151,340469,764682,614443,158947,455496,245232,68356,176876,0,0,0,245476,113166,132310
438,ship++_shctr_8,config1,0.395895,100000003,252592494,405077,381441,23636,285435,267489,17946,34070,28830,5240,0,0,0,85572,85122,450
439,ship++_shctr_8,config1,0.433609,100000003,230622283,2675520,63279,2612241,1680645,8754,1671891,136848,10729,126119,0,0,0,858027,43796,814231
440,ship++_shctr_8,config1,0.50021,100000002,199916129,3572713,849519,2723194,2180501,510581,1669920,629153,120828,508325,0,0,0,763059,218110,544949
441,ship++_shctr_8,config1,0.236044,100000001,423648956,1985144,268208,1716936,1160646,111835,1048811,340521,39000,301521,0,0,0,483977,117373,366604
442,ship++_shctr_8,config1,0.610988,100000000,163669395,1575109,839994,735115,1332846,649027,683819,103774,75707,28067,0,0,0,138489,115260,23229
443,ship++_shctr_8,config1,0.128768,100000001,776590286,6966718,2761910,4204808,2413974,503610,1910364,1812774,721186,1091588,0,0,0,2739970,1537114,1202856
444,ship++_shctr_8,config1,0.747093,100000003,133852095,1134847,1002309,132538,519853,461045,58808,292423,223549,68874,0,0,0,322571,317715,4856
445,ship++_shctr_8,config1,0.115356,100000001,866878754,11193201,5089938,6103263,8987770,3643736,5344034,195620,123246,72374,0,0,0,2009811,1322956,686855
446,ship++_shctr_8,config1,1.02658,100000001,97410968,381989,15295,366694,315489,5754,309735,3447,1,3446,0,0,0,63053,9540,53513
447,ship++_shctr_8,config1,0.282238,100000003,354310357,7007014,3650595,3356419,4052511,1695724,2356787,856735,320440,536295,0,0,0,2097768,1634431,463337
448,ship++_shctr_8,config1,1.46225,100000003,68387767,1133161,1046481,86680,790337,733393,56944,47630,19441,28189,0,0,0,295194,293647,1547
449,ship++_shctr_8,config1,0.439855,100000003,227347387,2838711,65423,2773288,1956031,11744,1944287,140009,0,140009,0,0,0,742671,53679,688992
450,ship++_shctr_8,config1,0.316498,100000000,315957700,2825480,2583432,242048,2094626,1859855,234771,16394,16027,367,0,0,0,714460,707550,6910
451,ship++_shctr_8,config1,0.0843721,100000000,1185225189,14619465,7803342,6816123,14276863,7562003,6714860,25870,16962,8908,0,0,0,316732,224377,92355
452,ship++_shctr_8,config1,0.599254,100000000,166874238,1490753,458633,1032120,835382,195243,640139,219225,36647,182578,0,0,0,436146,226743,209403
453,ship++_shctr_8,config1,0.323359,100000002,309253939,5290168,2789055,2501113,3127304,1395924,1731380,652041,255259,396782,0,0,0,1510823,1137872,372951
454,ship++_shctr_8,config1,2.07426,100000001,48209981,1896,9,1887,1706,0,1706,181,0,181,0,0,0,9,9,0
455,ship++_shctr_8,config1,0.553272,100000000,180743000,119555,22851,96704,80540,2977,77563,1075,170,905,0,0,0,37940,19704,18236
456,ship++_shctr_8,config1,0.815189,100000002,122670961,991023,713636,277387,696691,507137,189554,102176,39944,62232,0,0,0,192156,166555,25601
457,ship++_shctr_8,config1,1.48048,100000003,67545477,827374,624688,202686,730855,528689,202166,414,393,21,0,0,0,96105,95606,499
458,ship++_shctr_8,config1,0.516238,100000003,193708972,2445955,76093,2369862,1321299,2008,1319291,423300,6190,417110,0,0,0,701356,67895,633461
459,ship++_shctr_8,config2,0.459694,100000000,217535939,1164160,328210,835950,21824,2216,19608,264086,77066,187020,612143,133480,478663,266107,115448,150659
460,ship++_shctr_8,config2,0.725208,100000001,137891538,42522,7078,35444,13577,394,13183,3352,12,3340,17694,474,17220,7899,6198,1701
461,ship++_shctr_8,config2,0.646938,100000001,154574401,5795988,1405518,4390470,417690,18915,398775,2473082,387927,2085155,432114,24615,407499,2473102,974061,1499041
462,ship++_shctr_8,config2,0.410569,100000000,243564378,157868,133925,23943,71023,61828,9195,11273,5616,5657,50719,41858,8861,24853,24623,230
463,ship++_shctr_8,config2,0.606462,100000003,164890820,5145137,267687,4877450,521239,121869,399370,18,0,18,3246577,64190,3182387,1377303,81628,1295675
464,ship++_shctr_8,config2,1.42274,100000003,70286831,832780,71136,761644,26636,12710,13926,201585,8130,193455,401492,17025,384467,203067,33271,169796
465,ship++_shctr_8,config2,0.674449,100000000,148269163,5491754,1439886,4051868,391115,15763,375352,2345799,400657,1945142,408706,20496,388210,2346134,1002970,1343164
466,ship++_shctr_8,config2,0.379708,100000000,263359971,8713609,4830104,3883505,2236827,1104593,1132234,764933,276950,487983,3551353,1642133,1909220,2160496,1806428,354068
467,ship++_shctr_8,config2,1.22728,100000003,81480911,1445930,860232,585698,118922,100297,18625,121984,120567,1417,1076628,511203,565425,128396,128165,231
468,ship++_shctr_8,config2,1.04564,100000000,95635608,1574043,832533,741510,202198,167660,34538,111344,109784,1560,1127348,423878,703470,133153,131211,1942
469,ship++_shctr_8,config2,0.109427,100000002,913854202,21078418,9754443,11323975,9505836,5900448,3605388,164357,53796,110561,9645283,2298133,7347150,1762942,1502066,260876
470,ship++_shctr_8,config2,1.35877,100000002,73596116,631971,292124,339847,37130,23237,13893,152071,75869,76202,286961,93964,192997,155809,99054,56755
471,ship++_shctr_8,config2,0.255254,100000000,391766129,4309295,1383551,2925744,1522879,453932,1068947,250226,87906,162320,1530149,188023,1342126,1006041,653690,352351
472,ship++_shctr_8,config2,0.636684,100000000,157063877,4599500,1078733,3520767,466050,125066,340984,742960,95996,646964,2290175,506671,1783504,1100315,351000,749315
473,ship++_shctr_8,config2,0.608725,100000001,164277665,4812401,566672,4245729,461767,41193,420574,126472,117199,9273,2859868,133083,2726785,1364294,275197,1089097
474,ship++_shctr_8,config2,0.556269,100000003,179769102,4917133,276428,4640705,1164863,57784,1107079,24,24,0,2225548,94167,2131381,1526698,124453,1402245
475,ship++_shctr_8,config2,0.483027,100000001,207027875,4047262,229271,3817991,834672,34350,800322,24,12,12,2172130,95059,2077071,1040436,99850,940586
476,ship++_shctr_8,config2,0.374487,100000001,267032056,4665143,2414136,2251007,2182720,2027449,155271,24953,11865,13088,2377101,312817,2064284,80369,62005,18364
477,ship++_shctr_8,config2,0.499027,100000001,200390097,479231,279262,199969,108311,57664,50647,72100,36824,35276,138958,57362,81596,159862,127412,32450
478,ship++_shctr_8,config2,0.446032,100000000,224199012,13010029,10700471,2309558,5289770,4386956,902814,0,0,0,6807200,5404130,1403070,913059,909385,3674
479,ship++_shctr_8,config2,0.462791,100000003,216080158,3282906,1549447,1733459,1562178,1360194,201984,5220,2695,2525,1698660,178232,1520428,16848,8326,8522
480,ship++_shctr_8,config2,0.635114,100000003,157452106,6064047,1598274,4465773,443593,16674,426919,2591751,480962,2110789,436731,20235,416496,2591972,1080403,1511569
481,ship++_shctr_8,config2,0.682236,100000000,146576829,1089043,142070,946973,57702,8763,48939,201523,1450,200073,601299,48455,552844,228519,83402,145117
482,ship++_shctr_8,config2,0.397523,100000000,251557597,656698,613722,42976,310899,302707,8192,30806,26516,4290,212712,182833,29879,102281,101666,615
483,ship++_shctr_8,config2,0.74215,100000003,134743726,21346126,21272541,73585,165897,131119,34778,10463422,10457724,5698,183319,150382,32937,10533488,10533316,172
484,ship++_shctr_8,config2,0.7093,100000000,140983984,3757028,1213311,2543717,404560,125191,279369,463737,173970,289767,2139549,576234,1563315,749182,337916,411266
485,ship++_shctr_8,config2,0.896724,100000000,111516976,2346556,2096617,249939,882465,862782,19683,180705,106275,74430,1098564,959597,138967,184822,167963,16859
486,ship++_shctr_8,config2,0.469845,100000003,212836157,1168854,335823,833031,25274,2603,22671,265309,76458,188851,610925,140451,470474,267346,116311,151035
487,ship++_shctr_8,config2,0.519628,100000000,192445256,3801551,124712,3676839,655605,37855,617750,20,20,0,2133821,70256,2063565,1012105,16581,995524
488,ship++_shctr_8,config2,0.48448,100000003,206406892,1107595,333860,773735,23073,3665,19408,245174,66313,178861,593838,160792,433046,245510,103090,142420
489,ship++_shctr_8,config2,0.398984,100000003,250636807,635545,577063,58482,295071,285010,10061,30364,26044,4320,206828,163971,42857,103282,102038,1244
490,ship++_shctr_8,config2,0.580286,100000003,172328889,3300884,85178,3215706,970637,247,970390,136847,15324,121523,1335311,10425,1324886,858089,59182,798907
491,ship++_shctr_8,config2,0.731164,100000001,136768155,3582841,776946,2805895,296884,65970,230914,622471,116769,505702,1900065,352684,1547381,763421,241523,521898
492,ship++_shctr_8,config2,0.264246,100000001,378435453,2541271,349186,2192085,647237,71930,575307,278333,39696,238637,1132025,90937,1041088,483676,146623,337053
493,ship++_shctr_8,config2,0.880316,100000000,113595562,1795727,739916,1055811,315522,204549,110973,99616,76925,22691,1239169,331327,907842,141420,127115,14305
494,ship++_shctr_8,config2,0.138199,100000001,723592717,8752939,2617702,6135237,1889096,493024,1396072,1828639,394227,1434412,2272392,187914,2084478,2762812,1542537,1220275
495,ship++_shctr_8,config2,0.770155,100000003,129844036,1571473,1426099,145374,429749,407093,22656,294153,234002,60151,521605,466603,55002,325966,318401,7565
496,ship++_shctr_8,config2,0.121178,100000001,825234300,18752667,8244950,10507717,8468575,4418013,4050562,206389,69787,136602,7970239,2084150,5886089,2107464,1673000,434464
497,ship++_shctr_8,config2,1.29397,100000001,77281723,382567,18343,364224,27952,435,27517,3434,3,3431,287945,4522,283423,63236,13383,49853
498,ship++_shctr_8,config2,0.366006,100000003,273219644,8728833,4611990,4116843,2229716,1049155,1180561,871510,326905,544605,3452695,1516233,1936462,2174912,1719697,455215
499,ship++_shctr_8,config2,1.80185,100000000,55498368,1161497,1017772,143725,133708,127520,6188,47548,19214,28334,680416,573326,107090,299825,297712,2113
500,ship++_shctr_8,config2,0.557498,100000003,179372842,3481389,61679,3419710,1002050,47,1002003,140009,0,140009,1596659,9770,1586889,742671,51862,690809
501,ship++_shctr_8,config2,0.339675,100000000,294399097,5227582,4925601,301981,2121368,1999549,121819,29854,29581,273,2267188,2097461,169727,809172,799010,10162
502,ship++_shctr_8,config2,0.124048,100000000,806138285,26951940,13376305,13575635,11714901,9886682,1828219,27349,10516,16833,14875966,3202448,11673518,333724,276659,57065
503,ship++_shctr_8,config2,0.781264,100000000,127997682,1495355,472140,1023215,89188,23861,65327,219210,37559,181651,750813,159201,591612,436144,251519,184625
504,ship++_shctr_8,config2,0.404445,100000003,247252285,6596804,3321479,3275325,1693972,764908,929064,658485,256465,402020,2683695,1112166,1571529,1560652,1187940,372712
505,ship++_shctr_8,config2,2.07905,100000001,48098913,2155,25,2130,803,0,803,129,0,129,1200,2,1198,23,23,0
506,ship++_shctr_8,config2,0.565157,100000002,176942053,134694,35814,98880,14833,4250,10583,1241,336,905,79523,9803,69720,39097,21425,17672
507,ship++_shctr_8,config2,0.9152,100000002,109265733,1373523,1059532,313991,396208,349364,46844,104384,40674,63710,675949,510738,165211,196982,158756,38226
508,ship++_shctr_8,config2,1.97766,100000000,50564760,865126,586594,278532,110527,92674,17853,417,404,13,655870,406658,249212,98312,86858,11454
509,ship++_shctr_8,config2,0.678674,100000003,147346064,2872436,74643,2797793,739080,101,738979,423298,7234,416064,1009340,1777,1007563,700718,65531,635187
510,lru,config1,0.390344,100000000,256184285,1162160,267721,894439,632030,1198,630832,264148,880,263268,0,0,0,265982,265643,339
511,lru,config1,0.723639,100000001,138190494,32513,7942,24571,21583,406,21177,3395,1,3394,0,0,0,7535,7535,0
512,lru,config1,0.509711,100000001,196189486,5752329,2527086,3225243,806178,0,806178,2473071,54099,2418972,0,0,0,2473080,2472987,93
513,lru,config1,0.409449,100000000,244230448,81693,61813,19880,53416,39658,13758,10648,4526,6122,0,0,0,17629,17629,0
514,lru,config1,0.317132,100000003,315325626,4687854,1592778,3095076,3310980,216077,3094903,20,0,20,0,0,0,1376854,1376701,153
515,lru,config1,1.14101,100000003,87642009,789890,290928,498962,401404,96008,305396,194179,917,193262,0,0,0,194307,194003,304
516,lru,config1,0.526451,100000000,189951210,5455659,2401928,3053731,763533,49,763484,2345909,55777,2290132,0,0,0,2346217,2346102,115
517,lru,config1,0.265136,100000000,377165163,6993590,3603901,3389689,4167508,1281047,2886461,751792,248584,503208,0,0,0,2074290,2074270,20
518,lru,config1,0.692734,100000002,144355481,1399116,551292,847824,1148259,350914,797345,122689,72213,50476,0,0,0,128168,128165,3
519,lru,config1,0.578831,100000002,172761969,1449276,378126,1071150,1202477,206336,996141,114007,39003,75004,0,0,0,132792,132787,5
520,lru,config1,0.0787944,100000002,1269125563,12167939,4625808,7542131,10388997,2950589,7438408,150417,47870,102547,0,0,0,1628525,1627349,1176
521,lru,config1,1.08506,100000002,92160704,613109,349542,263567,304676,116795,187881,151948,76322,75626,0,0,0,156485,156425,60
522,lru,config1,0.234695,100000000,426084338,3244339,1554331,1690008,1933674,492063,1441611,327662,79693,247969,0,0,0,983003,982575,428
523,lru,config1,0.459785,100000000,217493064,4478157,1878319,2599838,2621175,693491,1927684,760557,89531,671026,0,0,0,1096425,1095297,1128
524,lru,config1,0.334717,100000001,298759809,4564558,1594737,2969821,3073739,141312,2932427,126461,89148,37313,0,0,0,1364358,1364277,81
525,lru,config1,0.428219,100000001,233525569,4917103,1526698,3390405,3390381,0,3390381,24,0,24,0,0,0,1526698,1526698,0
526,lru,config1,0.333528,100000003,299824840,4047234,1040437,3006797,3006773,0,3006773,24,0,24,0,0,0,1040437,1040437,0
527,lru,config1,0.354817,100000001,281835757,2613318,1941187,672131,2495334,1840207,655127,37619,20615,17004,0,0,0,80365,80365,0
528,lru,config1,0.495961,100000000,201628940,373290,269193,104097,144397,71491,72906,71290,40099,31191,0,0,0,157603,157603,0
529,lru,config1,0.400682,100000001,249574611,2498554,1069913,1428641,2298797,874406,1424391,0,0,0,0,0,0,199757,195507,4250
530,lru,config1,0.425099,100000003,235239362,1769069,772331,996738,1739414,753503,985911,12908,2081,10827,0,0,0,16747,16747,0
531,lru,config1,0.493596,100000003,202594862,6027256,2653258,3373998,843448,78,843370,2591800,61301,2530499,0,0,0,2592008,2591879,129
532,lru,config1,0.433761,100000003,230541493,1058894,273985,784909,632847,48441,584406,201034,794,200240,0,0,0,225013,224750,263
533,lru,config1,0.39433,100000000,253594862,411671,390078,21593,296216,279872,16344,32929,27682,5247,0,0,0,82526,82524,2
534,lru,config1,0.733295,100000003,136370714,21200174,21146166,54008,194764,150691,44073,10471722,10461787,9935,0,0,0,10533688,10533688,0
535,lru,config1,0.482811,100000000,207120394,3679323,1570810,2108513,2465956,708693,1757263,467650,119472,348178,0,0,0,745717,742645,3072
536,lru,config1,0.817881,100000000,122267185,1432065,1195628,236437,1067514,910707,156807,180726,101098,79628,0,0,0,183825,183823,2
537,lru,config1,0.396365,100000003,252292982,1165608,269879,895729,633144,2440,630704,265372,693,264679,0,0,0,267092,266746,346
538,lru,config1,0.370933,100000001,269590508,3801525,1012104,2789421,2789401,0,2789401,20,0,20,0,0,0,1012104,1012104,0
539,lru,config1,0.407803,100000003,245216625,1105154,248274,856880,614444,2276,612168,245232,848,244384,0,0,0,245478,245150,328
540,lru,config1,0.395763,100000003,252676475,405075,381765,23310,285435,266797,18638,34069,29399,4670,0,0,0,85571,85569,2
541,lru,config1,0.429053,100000003,233071680,2675520,858013,1817507,1680645,0,1680645,136848,0,136848,0,0,0,858027,858013,14
542,lru,config1,0.476073,100000002,210051656,3572660,999990,2572670,2180506,190093,1990413,629126,50785,578341,0,0,0,763028,759112,3916
543,lru,config1,0.229598,100000001,435543621,1984037,524184,1459853,1160324,34532,1125792,340841,6817,334024,0,0,0,482872,482835,37
544,lru,config1,0.500711,100000000,199716010,1575104,297716,1277388,1332839,136687,1196152,103775,22907,80868,0,0,0,138490,138122,368
545,lru,config1,0.116654,100000001,857238813,6966703,2962598,4004105,2413962,93777,2320185,1812773,130950,1681823,0,0,0,2739968,2737871,2097
546,lru,config1,0.744774,100000003,134268888,1134860,1000585,134275,519852,455672,64180,292431,222336,70095,0,0,0,322577,322577,0
547,lru,config1,0.100438,100000001,995638931,11193215,4200452,6992763,8987645,2132608,6855037,195736,60120,135616,0,0,0,2009834,2007724,2110
548,lru,config1,1.02334,100000001,97719095,381989,66093,315896,315489,3095,312394,3447,1,3446,0,0,0,63053,62997,56
